,Embassy,Embassy Latitude,Embassy Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Kabul ,34.531209999999994,69.17909,Kabul Star Hotel,34.531202093870824,69.1771585693829,Hotel
1,Kabul ,34.531209999999994,69.17909,Green Beans Coffee,34.52992437198425,69.17978108974692,Coffee Shop
2,Kabul ,34.531209999999994,69.17909,Bukhara Restaurant,34.529789,69.17968,Afghan Restaurant
3,Kabul ,34.531209999999994,69.17909,Spinneys Supermarket,34.53347844541488,69.17826958627838,Supermarket
4,Pretoria ,-25.7458008,28.2406273,Royal Danish Icecream,-25.742075872237358,28.24217427017798,Ice Cream Shop
5,Pretoria ,-25.7458008,28.2406273,Namaskar Indian Restaurant,-25.74266713776378,28.24223490423996,Indian Restaurant
6,Pretoria ,-25.7458008,28.2406273,Gautrain Hatfield Station,-25.74765486010325,28.237484087987312,Train Station
7,Pretoria ,-25.7458008,28.2406273,Steers,-25.744296735526085,28.24522787731553,Fast Food Restaurant
8,Pretoria ,-25.7458008,28.2406273,KFC Gordon Road,-25.7431,28.2422,Fried Chicken Joint
9,Pretoria ,-25.7458008,28.2406273,Dros,-25.74486678561343,28.236806316947412,Pub
10,Pretoria ,-25.7458008,28.2406273,Tiger Wheel & Tyre,-25.7438175,28.242329,Automotive Shop
11,Pretoria ,-25.7458008,28.2406273,Hatfield station,-25.747849454398928,28.23730936610162,Train Station
12,Pretoria ,-25.7458008,28.2406273,BP,-25.74632821,28.23576598,Gas Station
13,Algiers,36.74395,3.083627,CLUB-SANDWICH,36.74440134422321,3.0832961019630005,Food Truck
14,Algiers,36.74395,3.083627,El Bahdja,36.7430219397002,3.083369503055275,Moroccan Restaurant
15,Algiers,36.74395,3.083627,Les Fusillés,36.742107221637404,3.0831251961649286,Metro Station
16,Algiers,36.74395,3.083627,Sara Restaurant,36.74237605336912,3.0786182360093197,Restaurant
17,Washington,38.9102789,-77.0461492,Dupont Circle FRESHFARM Market,38.9109735889597,-77.04479491322044,Farmers Market
18,Washington,38.9102789,-77.0461492,ChiKo,38.909847,-77.046258,Asian Restaurant
19,Washington,38.9102789,-77.0461492,sweetgreen,38.91044867517602,-77.04424381256098,Salad Place
20,Washington,38.9102789,-77.0461492,The Phillips Collection,38.911795803684946,-77.04674384299759,Art Museum
21,Washington,38.9102789,-77.0461492,Second Story Books,38.90948755746422,-77.0451021194458,Bookstore
22,Washington,38.9102789,-77.0461492,Fantom Comics,38.90940615927527,-77.04540789127348,Comic Shop
23,Washington,38.9102789,-77.0461492,Kramerbooks & Afterwords Cafe,38.91075587058406,-77.0438804567901,Bookstore
24,Washington,38.9102789,-77.0461492,Dupont Circle,38.90990465512362,-77.04350179974503,Park
25,Washington,38.9102789,-77.0461492,Cosmos Club,38.91121944028376,-77.047712800964,Social Club
26,Washington,38.9102789,-77.0461492,Tabletop,38.91148279310842,-77.04477046683749,Furniture / Home Store
27,Washington,38.9102789,-77.0461492,Pizzeria Paradiso,38.90977558107571,-77.0452281832695,Pizza Place
28,Washington,38.9102789,-77.0461492,Pure Barre,38.9094303,-77.0482069,Gym
29,Washington,38.9102789,-77.0461492,Zorba's Cafe,38.911685273283226,-77.04512357711792,Greek Restaurant
30,Washington,38.9102789,-77.0461492,Deluca Massage & Bodywork,38.909466686142636,-77.04615354537964,Massage Studio
31,Washington,38.9102789,-77.0461492,Taïm,38.9105216207485,-77.04420950524423,Middle Eastern Restaurant
32,Washington,38.9102789,-77.0461492,Dupont Veterinary Clinic,38.90939,-77.04593,Veterinarian
33,Washington,38.9102789,-77.0461492,Dolcezza Artisanal Gelato,38.912786,-77.045628,Ice Cream Shop
34,Washington,38.9102789,-77.0461492,Emissary,38.909491,-77.04639,Café
35,Washington,38.9102789,-77.0461492,Rakuya,38.91103,-77.0436,Japanese Restaurant
36,Washington,38.9102789,-77.0461492,Doyle,38.91044364935449,-77.0431574728444,Hotel Bar
37,Washington,38.9102789,-77.0461492,Dupont Circle Fountain (Samuel Francis Du Pont Memorial Fountain),38.90967696580859,-77.0434461525668,Fountain
38,Washington,38.9102789,-77.0461492,The Mansion on O Street,38.90850270508033,-77.04585389497149,Event Space
39,Washington,38.9102789,-77.0461492,The Society of the Cincinnati,38.91071018878089,-77.04770654439926,History Museum
40,Washington,38.9102789,-77.0461492,Obelisk,38.909681055744635,-77.04624170465782,Italian Restaurant
41,Washington,38.9102789,-77.0461492,Lemon Cuisine of India,38.909653585787744,-77.0472449168644,Indian Restaurant
42,Washington,38.9102789,-77.0461492,Heurich Mansion (The Brewmaster's Castle),38.90804533470229,-77.04455494880676,History Museum
43,Washington,38.9102789,-77.0461492,Drybar,38.91215557988904,-77.04483651520648,Health & Beauty Service
44,Washington,38.9102789,-77.0461492,CrackedMacScreen / GadgetWraps HQ,38.911536518241995,-77.0447836688151,Electronics Store
45,Washington,38.9102789,-77.0461492,Al Tiramisu,38.909569,-77.045607,Italian Restaurant
46,Washington,38.9102789,-77.0461492,Sorrelina,38.90978431023775,-77.04629962052411,Sandwich Place
47,Washington,38.9102789,-77.0461492,Kimpton Hotel Palomar Washington DC,38.909869,-77.047368,Hotel
48,Washington,38.9102789,-77.0461492,Teaism,38.91275384366248,-77.04583436250687,Tea Room
49,Washington,38.9102789,-77.0461492,Firehook Bakery,38.9112741198476,-77.04380393028259,Bakery
50,Washington,38.9102789,-77.0461492,Barry's Bootcamp,38.908193988432224,-77.0434115879283,Gym / Fitness Center
51,Washington,38.9102789,-77.0461492,The Pembroke,38.91060833842133,-77.04320311546326,Restaurant
52,Washington,38.9102789,-77.0461492,Philz Coffee,38.90839893074587,-77.04313832713275,Coffee Shop
53,Washington,38.9102789,-77.0461492,Toolbox Pilates Art Studio,38.91214815564449,-77.04401954677873,Pilates Studio
54,Washington,38.9102789,-77.0461492,Hotel Palomar Wine Social,38.90968523694888,-77.04738714321499,Wine Bar
55,Washington,38.9102789,-77.0461492,Bagels Etc,38.9095701885208,-77.04776280409925,Bagel Shop
56,Washington,38.9102789,-77.0461492,Yoga District,38.9121283146122,-77.04466093566069,Yoga Studio
57,Washington,38.9102789,-77.0461492,Larry's Homemade Ice Cream,38.912123,-77.044592,Ice Cream Shop
58,Washington,38.9102789,-77.0461492,Tiki Taco,38.90948672262424,-77.04541593790054,Taco Place
59,Washington,38.9102789,-77.0461492,Bangkok Thai,38.90947503467203,-77.0456425845623,Thai Restaurant
60,Washington,38.9102789,-77.0461492,Un Je Ne Sais Quoi,38.908752,-77.042634,French Restaurant
61,Washington,38.9102789,-77.0461492,HRC Action Center and Store,38.91201980319019,-77.04467618771783,Clothing Store
62,Washington,38.9102789,-77.0461492,Bethesda Bagels,38.913263078573614,-77.04585045576094,Bagel Shop
63,Washington,38.9102789,-77.0461492,The Dupont Circle Hotel,38.910677,-77.043065,Hotel
64,Washington,38.9102789,-77.0461492,ArtJamz Dupont Studio,38.91363907647949,-77.04589639008898,Art Gallery
65,Washington,38.9102789,-77.0461492,Rock Creek Running Trail,38.908084,-77.049868,Trail
66,Washington,38.9102789,-77.0461492,Luna's Hair Design,38.90966751647321,-77.04558473198485,Cosmetics Shop
67,Washington,38.9102789,-77.0461492,Soho Tea & Coffee,38.909453,-77.048592,Coffee Shop
68,Washington,38.9102789,-77.0461492,Looped Yarn Works,38.913700486530146,-77.04586821456097,Arts & Crafts Store
69,Washington,38.9102789,-77.0461492,Spa Logic,38.9133259,-77.0451013,Spa
70,Washington,38.9102789,-77.0461492,Dupont Underground,38.9104635101776,-77.04347760385846,Art Gallery
71,Washington,38.9102789,-77.0461492,Firefly,38.90762268065667,-77.0457310974598,New American Restaurant
72,Washington,38.9102789,-77.0461492,Pesce,38.90966625018994,-77.04527886826077,Seafood Restaurant
73,Washington,38.9102789,-77.0461492,Bistrot Du Coin,38.913738,-77.046117,Bistro
74,Washington,38.9102789,-77.0461492,Krispy Kreme Doughnuts,38.9087119,-77.0432081,Donut Shop
75,Washington,38.9102789,-77.0461492,McClellan's Retreat,38.91427527646173,-77.046580016613,Whisky Bar
76,Washington,38.9102789,-77.0461492,Mimosa Salon and Spa,38.912953418991485,-77.04553806790108,Salon / Barbershop
77,Washington,38.9102789,-77.0461492,Residents,38.907901,-77.04199399999999,Café
78,Washington,38.9102789,-77.0461492,Spanish Steps,38.913694919023634,-77.04876543467306,Scenic Lookout
79,Washington,38.9102789,-77.0461492,Comfy Feet Spa,38.912122,-77.04446300000001,Massage Studio
80,Washington,38.9102789,-77.0461492,Glen's Garden Market,38.91431915464067,-77.04500801454998,Grocery Store
81,Washington,38.9102789,-77.0461492,The Mediterranean Way Gourmet Market,38.91314270339207,-77.04532339909042,Gourmet Shop
82,Washington,38.9102789,-77.0461492,Salon Cielo,38.913793,-77.045431,Salon / Barbershop
83,Washington,38.9102789,-77.0461492,Rock Creek Park (P St & 23rd St),38.90874615701465,-77.05018244846951,Park
84,Washington,38.9102789,-77.0461492,Jenni Bick Custom Journals,38.90762478131524,-77.04259167121194,Stationery Store
85,Washington,38.9102789,-77.0461492,R n R Nail & Spa,38.91304549105678,-77.04536147096849,Spa
86,Washington,38.9102789,-77.0461492,Alton Lane Showroom DC,38.910507793410936,-77.04358168266117,Men's Store
87,Washington,38.9102789,-77.0461492,Epic Yoga DC,38.90790314582273,-77.04209927904219,Yoga Studio
88,Washington,38.9102789,-77.0461492,Fruitive,38.90778,-77.04255,Juice Bar
89,Washington,38.9102789,-77.0461492,Moby Dick House of Kabob,38.907373261409525,-77.04277396202087,Persian Restaurant
90,Washington,38.9102789,-77.0461492,Proper Topper,38.90832652152401,-77.04274487134496,Gift Shop
91,Washington,38.9102789,-77.0461492,Ruth's Chris Steak House,38.9142233,-77.0457943,Steakhouse
92,Washington,38.9102789,-77.0461492,Surfside,38.9071123616777,-77.0425620675087,Taco Place
93,Washington,38.9102789,-77.0461492,Chipotle Mexican Grill,38.91208750355873,-77.04444720735762,Mexican Restaurant
94,Washington,38.9102789,-77.0461492,BIBIBOP Asian Grill,38.910551324849536,-77.04418724594856,Asian Restaurant
95,Washington,38.9102789,-77.0461492,The Board Room,38.91361995823951,-77.04540252685547,Bar
96,Washington,38.9102789,-77.0461492,The Palm Restaurant,38.90652919805219,-77.04338587883012,Steakhouse
97,Washington,38.9102789,-77.0461492,MyEyeDr.,38.9080223,-77.0428393,Eye Doctor
98,Washington,38.9102789,-77.0461492,Well-Dressed Burrito,38.90649079153196,-77.04370612439305,Burrito Place
99,Washington,38.9102789,-77.0461492,Whittemore House,38.911061961687864,-77.04279887771541,Historic Site
100,Washington,38.9102789,-77.0461492,Caliber Gym @ Flats at Dupont Circle,38.90691776352056,-77.04519913309876,Gym
101,Washington,38.9102789,-77.0461492,Washington Marriott Concierge Lounge,38.9062247,-77.0484017,Lounge
102,Washington,38.9102789,-77.0461492,The District by Hilton Club,38.906894,-77.0495963,Hotel
103,Washington,38.9102789,-77.0461492,Bourbon Coffee,38.9073939,-77.046916,Coffee Shop
104,Washington,38.9102789,-77.0461492,Revive Spa,38.908145904541016,-77.0421142578125,Spa
105,Washington,38.9102789,-77.0461492,Ankara,38.908082903829005,-77.04371541738509,Mediterranean Restaurant
106,Washington,38.9102789,-77.0461492,Dupont Threading,38.908126878732496,-77.04172091698494,Cosmetics Shop
107,Washington,38.9102789,-77.0461492,Nero,38.90799,-77.04205,Lounge
108,Washington,38.9102789,-77.0461492,City Tap House Dupont,38.90706018161629,-77.04232335090637,Beer Bar
109,Washington,38.9102789,-77.0461492,The Gryphon,38.908324,-77.042325,Gastropub
110,Washington,38.9102789,-77.0461492,St. Gregory Hotel,38.9058835,-77.0462094,Hotel
111,Washington,38.9102789,-77.0461492,7-Eleven,38.91238130679246,-77.044597864151,Convenience Store
112,Washington,38.9102789,-77.0461492,Capital Bikeshare - 18th & R St NW,38.912614,-77.041836,Bike Rental / Bike Share
113,Riyadh,24.67710345,46.62514518416442,Starbucks (ستاربكس),24.6754786,46.6247847,Coffee Shop
114,Riyadh,24.67710345,46.62514518416442,Urth Caffé,24.675177211550533,46.62491933993368,Café
115,Riyadh,24.67710345,46.62514518416442,OUD Square (عود سكوير),24.675149412891976,46.62503641357513,Plaza
116,Riyadh,24.67710345,46.62514518416442,Chunk (تشنك),24.67510205772344,46.62487954648745,Bakery
117,Riyadh,24.67710345,46.62514518416442,Monopoly,24.67525273191291,46.624739663627004,Pizza Place
118,Riyadh,24.67710345,46.62514518416442,Press’d Juicery + Kitchen,24.67888,46.623295,Juice Bar
119,Riyadh,24.67710345,46.62514518416442,Bateel Cafe,24.674747,46.624977,Café
120,Riyadh,24.67710345,46.62514518416442,Draft Café (درافت كافيه),24.67497392255171,46.62495731685467,Coffee Shop
121,Riyadh,24.67710345,46.62514518416442,12 Cups (١٢ كبز),24.67476371712132,46.625120715210656,Coffee Shop
122,Riyadh,24.67710345,46.62514518416442,Diplomatic Quarter walking Area,24.679399529079713,46.62388027537615,Park
123,Riyadh,24.67710345,46.62514518416442,Nozomi Garden,24.67439,46.624834,Japanese Restaurant
124,Riyadh,24.67710345,46.62514518416442,SÜTLÜ DONDURMA,24.675146906892948,46.624651050667566,Ice Cream Shop
125,Riyadh,24.67710345,46.62514518416442,JOLT,24.678991,46.622823,Coffee Shop
126,Riyadh,24.67710345,46.62514518416442,Nine Soft Serve,24.678809,46.622876,Dessert Shop
127,Riyadh,24.67710345,46.62514518416442,حنيني,24.67916,46.622993,Café
128,Riyadh,24.67710345,46.62514518416442,Marriott Riyadh Diplomatic Quarter,24.674190755242044,46.623631131282764,Hotel
129,Riyadh,24.67710345,46.62514518416442,Oud Square Riyadh,24.675061,46.625219,Coffee Shop
130,Riyadh,24.67710345,46.62514518416442,Hajr Garden,24.676188565691607,46.628584665755774,Park
131,Riyadh,24.67710345,46.62514518416442,Farmers Market,24.676841,46.624377,Farmers Market
132,Riyadh,24.67710345,46.62514518416442,Leila (ليلى من لبنان),24.67511810163593,46.62510873973622,Lebanese Restaurant
133,Riyadh,24.67710345,46.62514518416442,1010 Lounge,24.674265,46.624157,Lounge
134,Riyadh,24.67710345,46.62514518416442,Eggs & Flour,24.679084310032277,46.62348851684076,Restaurant
135,Riyadh,24.67710345,46.62514518416442,Saray Spa & Health Club,24.67401,46.623705,Spa
136,Riyadh,24.67710345,46.62514518416442,NINE,24.679226,46.622642,Ice Cream Shop
137,Riyadh,24.67710345,46.62514518416442,Dunkin' Donuts (دانكن دونتس),24.673202996781164,46.62309468315016,Donut Shop
138,Riyadh,24.67710345,46.62514518416442,Dunkin',24.679086190608608,46.623310953407284,Donut Shop
139,Riyadh,24.67710345,46.62514518416442,دانكن دونتس-حي السفارات,24.673275119158152,46.62308290612589,Donut Shop
140,Riyadh,24.67710345,46.62514518416442,IHOP,24.67516959249786,46.62507422668074,Breakfast Spot
141,Riyadh,24.67710345,46.62514518416442,Whites Pharmacy,24.673429842343495,46.62308128680211,Pharmacy
142,Riyadh,24.67710345,46.62514518416442,Crepe Station,24.67353303395048,46.62317893907026,Creperie
143,Riyadh,24.67710345,46.62514518416442,Subway (صب واي),24.67333401614909,46.62308213403444,Sandwich Place
144,Riyadh,24.67710345,46.62514518416442,Arabian Food Supplies (التموين العربي للاطعمة),24.678207129723404,46.623007061981006,Market
145,Riyadh,24.67710345,46.62514518416442,Deera Cafe,24.675227,46.624724,Café
146,Riyadh,24.67710345,46.62514518416442,Tennis Academy - DQ,24.674896,46.624431,Tennis Court
147,Riyadh,24.67710345,46.62514518416442,Riyadh Combat Club,24.678189,46.622894,Gym
148,Riyadh,24.67710345,46.62514518416442,Hanini,24.679047895843503,46.6232595622648,Food Truck
149,Riyadh,24.67710345,46.62514518416442,DQ Sport facilities,24.678556,46.628161,Gym / Fitness Center
150,Riyadh,24.67710345,46.62514518416442,GYM ASD,24.677759228290338,46.62871715465422,Martial Arts School
151,Buenos Aires ,-34.579190399999995,-58.39968116436523,Plaza República de Chile,-34.581465512390686,-58.39989244937897,Plaza
152,Buenos Aires ,-34.579190399999995,-58.39968116436523,Dashi,-34.577628,-58.403361,Sushi Restaurant
153,Buenos Aires ,-34.579190399999995,-58.39968116436523,Casa Victoria Ocampo,-34.581112,-58.401657,Cultural Center
154,Buenos Aires ,-34.579190399999995,-58.39968116436523,Audi Lounge,-34.580491639166326,-58.39817315340043,Office
155,Buenos Aires ,-34.579190399999995,-58.39968116436523,Museo Nacional de Arte Decorativo (MNAD),-34.582668385297296,-58.400644314180425,Art Museum
156,Buenos Aires ,-34.579190399999995,-58.39968116436523,Croque Madame,-34.5827713242606,-58.400598753915574,French Restaurant
157,Buenos Aires ,-34.579190399999995,-58.39968116436523,Bodegas Chandon - Moët Hennessy,-34.58007424279373,-58.4027190444349,Wine Bar
158,Buenos Aires ,-34.579190399999995,-58.39968116436523,Museo de Arte Latinoamericano de Buenos Aires (MALBA),-34.5770512684884,-58.403826332152306,Art Museum
159,Buenos Aires ,-34.579190399999995,-58.39968116436523,Plaza República Oriental del Uruguay,-34.5820617556716,-58.39759111404419,Plaza
160,Buenos Aires ,-34.579190399999995,-58.39968116436523,Instituto Nacional San Martiniano,-34.58054986415205,-58.401289189657696,History Museum
161,Buenos Aires ,-34.579190399999995,-58.39968116436523,Plaza Grand Bourg,-34.58043201390433,-58.40152859687805,Plaza
162,Buenos Aires ,-34.579190399999995,-58.39968116436523,Tienda MALBA,-34.57723944876469,-58.403891058119136,Gift Shop
163,Buenos Aires ,-34.579190399999995,-58.39968116436523,La Dolfina,-34.577996700379906,-58.403002829319156,Men's Store
164,Buenos Aires ,-34.579190399999995,-58.39968116436523,Pizza Cero,-34.582844373063146,-58.39946734993596,Pizza Place
165,Buenos Aires ,-34.579190399999995,-58.39968116436523,Patricia Villalobos Casa de Te,-34.57844876154342,-58.40493461212183,Tea Room
166,Buenos Aires ,-34.579190399999995,-58.39968116436523,Ocampo Wellness Club,-34.57511119441528,-58.40108189346374,Gym
167,Buenos Aires ,-34.579190399999995,-58.39968116436523,Barrio Parque Fútbol,-34.57602131280212,-58.399881412818765,Soccer Field
168,Buenos Aires ,-34.579190399999995,-58.39968116436523,"Clínica Dra. Velia Lemel, Piel & Láser",-34.58075185519474,-58.39812672663893,Health & Beauty Service
169,Buenos Aires ,-34.579190399999995,-58.39968116436523,YPF - ACA Sede Central,-34.58340062035204,-58.39989265530165,Gas Station
170,Buenos Aires ,-34.579190399999995,-58.39968116436523,Ninina,-34.57702685510258,-58.40393449459394,Coffee Shop
171,Buenos Aires ,-34.579190399999995,-58.39968116436523,Plaza República del Perú,-34.576593823713445,-58.403964042663574,Plaza
172,Buenos Aires ,-34.579190399999995,-58.39968116436523,TUPÉ,-34.58356559472436,-58.39973419904709,BBQ Joint
173,Canberra ,-35.3035676,149.1154008,Commonwealth Club,-35.304309324017595,149.1191240630644,Lounge
174,Canberra ,-35.3035676,149.1154008,Lotus Bay,-35.30000454798108,149.11731519892265,Lake
175,Wina,48.198674,16.348388,BAO BAR,48.19930229995206,16.351108697996782,Asian Restaurant
176,Wina,48.198674,16.348388,Mariahilfer Straße,48.19836245472496,16.35016679763794,Road
177,Wina,48.198674,16.348388,COS,48.19951145354421,16.349406165668064,Clothing Store
178,Wina,48.198674,16.348388,Stadtsaal,48.19753997364002,16.349410582691867,Comedy Club
179,Wina,48.198674,16.348388,kaffemik,48.199124770002605,16.351218730824403,Coffee Shop
180,Wina,48.198674,16.348388,Planet Harry,48.19648760065785,16.348209113161566,Toy / Game Store
181,Wina,48.198674,16.348388,Weekday,48.19779389101628,16.34873399825203,Clothing Store
182,Wina,48.198674,16.348388,Asia Supermarkt Nakwon,48.19863507647452,16.345179237705295,Grocery Store
183,Wina,48.198674,16.348388,Bertram K [PhD],48.200297,16.34944,Salon / Barbershop
184,Wina,48.198674,16.348388,Fielmann,48.198103,16.348697,Optical Shop
185,Wina,48.198674,16.348388,otto bauer,48.195970909543,16.34867144000366,Bistro
186,Wina,48.198674,16.348388,Rauch Juice Bar,48.19984794679518,16.349238864745974,Juice Bar
187,Wina,48.198674,16.348388,Hotel am Brillantengrund,48.20077175922466,16.346276127108897,Hotel
188,Wina,48.198674,16.348388,English Cinema Haydn,48.19927043862763,16.352428544554687,Movie Theater
189,Wina,48.198674,16.348388,Mastnak,48.20134,16.3489,Paper / Office Supplies Store
190,Wina,48.198674,16.348388,FREITAG Store,48.20007612766973,16.349279856393938,Accessories Store
191,Wina,48.198674,16.348388,Thalia,48.1969073,16.3459958,Bookstore
192,Wina,48.198674,16.348388,TK Maxx,48.19801777084166,16.34946731540696,Clothing Store
193,Wina,48.198674,16.348388,Gelateria Paolo Bortolotti,48.197068067551946,16.345536975238897,Ice Cream Shop
194,Wina,48.198674,16.348388,SpielRaum Wien,48.19616822971608,16.348312233232345,Toy / Game Store
195,Wina,48.198674,16.348388,Mariahilfer Kirche,48.19928589717689,16.352894450928616,Church
196,Wina,48.198674,16.348388,Müller,48.19722313065766,16.346292611501564,Drugstore
197,Wina,48.198674,16.348388,Haus des Meeres  - Aqua Terra Zoo,48.19766122691028,16.352929472923275,Aquarium
198,Wina,48.198674,16.348388,Comerc Store,48.20173223589677,16.345412119470378,Boutique
199,Wina,48.198674,16.348388,Ammutsøn,48.198495,16.353806,Bar
200,Wina,48.198674,16.348388,Brass Monkey,48.19498121064867,16.35078974091585,Cupcake Shop
201,Wina,48.198674,16.348388,Swing Kitchen,48.19707689180339,16.3441351205729,Burger Joint
202,Wina,48.198674,16.348388,Marktplatz vor der Mariahilfer Kirche,48.19940586686595,16.352814262267312,Plaza
203,Wina,48.198674,16.348388,Wolfgang Coffee,48.201595,16.345147,Coffee Shop
204,Wina,48.198674,16.348388,Joseph Brot vom Pheinsten,48.199883,16.352514,Pastry Shop
205,Wina,48.198674,16.348388,Gastwirtschaft Steman,48.19530727101086,16.349310575083784,Austrian Restaurant
206,Wina,48.198674,16.348388,tapasta,48.19764365894531,16.34382468537554,Spanish Restaurant
207,Wina,48.198674,16.348388,Lobo y Luna,48.20192,16.35111,Spanish Restaurant
208,Wina,48.198674,16.348388,Café Jelinek,48.19532384520028,16.349365782551697,Café
209,Wina,48.198674,16.348388,ARNOLD's,48.20216744490595,16.35051331066946,Men's Store
210,Wina,48.198674,16.348388,Esterházy-Park,48.19745136367586,16.35251465315969,Park
211,Wina,48.198674,16.348388,International Sportcenter,48.19992941988072,16.354777118431265,Gym
212,Wina,48.198674,16.348388,Berliner Döner,48.20177790590743,16.34499942369765,Doner Restaurant
213,Wina,48.198674,16.348388,treubleiben wien,48.20127629827189,16.352139460061593,Bistro
214,Wina,48.198674,16.348388,LUSH,48.19991150075181,16.354208049994384,Cosmetics Shop
215,Wina,48.198674,16.348388,Toma tu tiempo,48.20230650413381,16.3449957897007,Tapas Restaurant
216,Wina,48.198674,16.348388,Neubauschenke,48.20039064683673,16.344748539055384,Austrian Restaurant
217,Wina,48.198674,16.348388,Das Wiener,48.2029377027575,16.347052594647597,Austrian Restaurant
218,Wina,48.198674,16.348388,Shokudo Kuishimbo,48.195186,16.351729,Japanese Restaurant
219,Wina,48.198674,16.348388,Wiener Restaurant,48.202942970460796,16.347083036861818,Austrian Restaurant
220,Wina,48.198674,16.348388,Bar Miranda,48.1950946895549,16.351690600647984,Cocktail Bar
221,Wina,48.198674,16.348388,Jonas Reindl Coffee 1070,48.201819939131745,16.345363758999124,Café
222,Wina,48.198674,16.348388,Berliner Restaurant Grillspezialitäten,48.201876,16.344842,Kebab Restaurant
223,Wina,48.198674,16.348388,J. Hornig Kaffeebar,48.202025,16.352062,Coffee Shop
224,Wina,48.198674,16.348388,WEIN & CO Flagship Store,48.20009992487787,16.354423082977657,Wine Shop
225,Wina,48.198674,16.348388,BILLA,48.198150276369745,16.34370062481548,Supermarket
226,Wina,48.198674,16.348388,Zur Stadt Krems,48.202182622784,16.344884239604884,Austrian Restaurant
227,Wina,48.198674,16.348388,Tata,48.20025,16.34298,Vietnamese Restaurant
228,Wina,48.198674,16.348388,Kolar Zieglergasse,48.20211897584827,16.345256373604155,Pub
229,Wina,48.198674,16.348388,Feldberg,48.20182972134037,16.34388742260554,Vegetarian / Vegan Restaurant
230,Wina,48.198674,16.348388,Noosh - Afghanische Spezialitäten,48.20069099123432,16.344996464536184,Afghan Restaurant
231,Wina,48.198674,16.348388,Beautystyle Vienna,48.20148716064632,16.34491774796028,Cosmetics Shop
232,Baku,40.39574,49.82162,Galiano Lounge,40.394607446727676,49.81879721552624,Lounge
233,Baku,40.39574,49.82162,«Chirag Plaza» Hotel & Business Center,40.39527890961541,49.81757735002831,Hotel
234,Baku,40.39574,49.82162,Qafqaz Baku City Hotel & Residences,40.39620051716055,49.817097187042236,Hotel
235,Baku,40.39574,49.82162,Qafqaz Baku City Hotel Fitness&SPA Club 16,40.39623165344645,49.81643728752997,Gym
236,Baku,40.39574,49.82162,Heydər Əliyev adına İdman-Konsert Kompleksi / Sports & Concert Complex,40.39243092310422,49.82384482048454,Event Space
237,Baku,40.39574,49.82162,SOLFEGGİO Lounge and Club,40.39241426402995,49.821827634704285,Lounge
238,Baku,40.39574,49.82162,Chirag Lobbi Bar,40.39515589769397,49.81766231612946,Arepa Restaurant
239,Baku,40.39574,49.82162,IST Food,40.395418533642555,49.81678292784298,Sandwich Place
240,Baku,40.39574,49.82162,MegaStore,40.39640503096288,49.81941578738746,Department Store
241,Baku,40.39574,49.82162,Green House Pub,40.39343724853784,49.82067744106457,Bar
242,Baku,40.39574,49.82162,Grand Hotel Europe,40.392848520543104,49.822635607690394,Hotel
243,Baku,40.39574,49.82162,Olympus fitness center,40.39300725766062,49.82295257946984,Gym / Fitness Center
244,Baku,40.39574,49.82162,Lala Beauty and SPA,40.39156183096915,49.82026282443494,Spa
245,Baku,40.39574,49.82162,Tunnel Night Club,40.39315627618408,49.82347227904887,Nightclub
246,Baku,40.39574,49.82162,Capones Club,40.39291106028138,49.822750178931884,Nightclub
247,Baku,40.39574,49.82162,Star Fitness,40.396149962091705,49.82175702483321,Gym
248,Baku,40.39574,49.82162,Life Fitness,40.39729236345832,49.82275603802195,Gym
249,Baku,40.39574,49.82162,SİMFONİYA,40.39594457160128,49.820502428872025,Furniture / Home Store
250,Baku,40.39574,49.82162,Fauna,40.393498141134486,49.82062277176267,Pet Store
251,Baku,40.39574,49.82162,MEGA Store,40.39766880998356,49.81902986744934,Market
252,Baku,40.39574,49.82162,Caviar Bar Europa Hotel,40.39287194673135,49.822496980627484,Restaurant
253,Baku,40.39574,49.82162,Xezer Kafe,40.39277627765309,49.82163760134524,Bistro
254,Baku,40.39574,49.82162,qafqaz hotel resturant,40.39619493668752,49.81719788966527,Tea Room
255,Baku,40.39574,49.82162,Samdan Restaurant,40.39612176207573,49.81716674200989,Asian Restaurant
256,Baku,40.39574,49.82162,Veniza Parki,40.39729,49.817425,Park
257,Baku,40.39574,49.82162,Metropol Qafqaz Hotel,40.3957310548429,49.816959759669025,Eastern European Restaurant
258,Baku,40.39574,49.82162,AvMillAs,40.39706,49.826992,Food Court
259,Baku,40.39574,49.82162,Z-GYM,40.391448,49.821428,Gym
260,Baku,40.39574,49.82162,Happy Inn Hotel,40.3947294186134,49.82728208062517,Hotel
261,Manama ,26.222771450000003,50.588947753659276,Chaise Cafe (تشيس كافيه),26.221472765115177,50.58944033242598,Hookah Bar
262,Manama ,26.222771450000003,50.588947753659276,Cafe Rouge,26.220365215279788,50.58867372642161,Hookah Bar
263,Manama ,26.222771450000003,50.588947753659276,Jahan Grills,26.224671014636236,50.58775933744561,BBQ Joint
264,Manama ,26.222771450000003,50.588947753659276,Dessange Bahrain,26.219289603356895,50.589541086141516,Spa
265,Manama ,26.222771450000003,50.588947753659276,Al Bindaira Café,26.219100384953087,50.58898518725291,Café
266,Manama ,26.222771450000003,50.588947753659276,JJ's Irish Restaurant,26.219182311017672,50.588767768522764,Pub
